date,item,sales,is_weekend,is_holiday,is_festival,promo_active,temperature_celsius,rainfall_mm,day_of_week,day_of_month,month,quarter,week_of_year,day_name,lag_1,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_min_14,rolling_mean_30,rolling_std_30,rolling_max_30,rolling_min_30
2022-05-12,Burger,85,0,0,0,0,27.8,0.3,3,12,5,2,19,Thursday,81.0,74.0,84.0,81.0,118.0,104.0,36.25373543972174,169.0,72.0,112.57142857142857,33.70851133265509,169.0,72.0,99.03333333333333,28.509506379854926,169.0,67.0
2022-05-13,Burger,78,0,0,0,0,28.3,5.6,4,13,5,2,19,Friday,85.0,126.0,101.0,89.0,80.0,105.57142857142857,34.95166730814211,169.0,72.0,112.64285714285714,33.64430948079573,169.0,72.0,99.16666666666667,28.43150672603624,169.0,67.0
2022-05-14,Burger,124,1,0,0,0,28.9,0.3,5,14,5,2,19,Saturday,78.0,169.0,104.0,122.0,96.0,98.71428571428571,34.98435024271231,169.0,72.0,111.0,34.798320030183596,169.0,72.0,99.3,28.318569513842768,169.0,67.0
2022-05-15,Burger,103,1,0,0,0,28.0,5.7,6,15,5,2,19,Sunday,124.0,122.0,120.0,103.0,95.0,92.28571428571429,21.422062503521108,124.0,72.0,112.42857142857143,34.89922698221329,169.0,72.0,99.5,28.47594265945954,169.0,67.0
2022-05-16,Burger,84,0,0,0,0,28.3,2.4,0,16,5,2,20,Monday,103.0,72.0,164.0,80.0,67.0,89.57142857142857,17.952317797034386,124.0,72.0,111.21428571428571,34.91126900152304,169.0,72.0,100.26666666666667,28.241487375763384,169.0,67.0
2022-05-17,Burger,70,0,0,0,0,26.2,9.0,1,17,5,2,20,Tuesday,84.0,84.0,164.0,90.0,68.0,91.28571428571429,16.509737386507144,124.0,78.0,105.5,32.0354371090708,169.0,72.0,99.86666666666666,28.388600593867977,169.0,67.0
2022-05-18,Burger,71,0,0,0,0,28.6,6.2,2,18,5,2,20,Wednesday,70.0,81.0,111.0,72.0,79.0,89.28571428571429,18.291293791622067,124.0,70.0,98.78571428571429,28.485295994812592,169.0,70.0,99.03333333333333,28.898733218070227,169.0,67.0
2022-05-19,Burger,79,0,0,0,0,27.8,1.5,3,19,5,2,20,Thursday,71.0,85.0,74.0,84.0,81.0,87.85714285714286,19.402994368813125,124.0,70.0,95.92857142857143,29.163898351094375,169.0,70.0,99.16666666666667,28.754709759156558,169.0,68.0
2022-05-20,Burger,92,0,0,0,0,25.2,5.5,4,20,5,2,20,Friday,79.0,78.0,126.0,101.0,89.0,87.0,19.680785892167435,124.0,70.0,96.28571428571429,28.90416145558538,169.0,70.0,99.53333333333333,28.4116699351824,169.0,70.0
2022-05-21,Burger,98,1,0,0,0,27.6,9.8,5,21,5,2,20,Saturday,92.0,124.0,169.0,104.0,122.0,89.0,19.321835661586004,124.0,70.0,93.85714285714286,27.615093818298075,169.0,70.0,99.96666666666667,28.185938452298906,169.0,70.0
2022-05-22,Burger,100,1,0,0,0,24.5,3.5,6,22,5,2,20,Sunday,98.0,103.0,122.0,120.0,103.0,85.28571428571429,12.906255404703257,103.0,70.0,88.78571428571429,17.374510824009512,124.0,70.0,100.53333333333333,27.96146773974714,169.0,70.0
2022-05-23,Burger,80,0,0,0,0,27.0,1.5,0,23,5,2,21,Monday,100.0,84.0,72.0,164.0,80.0,84.85714285714286,12.253279444412447,100.0,70.0,87.21428571428571,14.967547311683024,124.0,70.0,100.9,27.877008200431,169.0,70.0
2022-05-24,Burger,84,0,0,0,0,26.1,4.0,1,24,5,2,21,Tuesday,80.0,70.0,84.0,164.0,90.0,84.28571428571429,12.392393980641195,100.0,70.0,87.78571428571429,14.487015785648321,124.0,70.0,99.5,27.8354152982776,169.0,70.0
2022-05-25,Burger,63,0,0,0,0,26.2,16.6,2,25,5,2,21,Wednesday,84.0,71.0,81.0,111.0,72.0,86.28571428571429,10.719363875938038,100.0,71.0,87.78571428571429,14.487015785648321,124.0,70.0,98.86666666666666,27.968866106161116,169.0,70.0
2022-05-26,Burger,80,0,0,0,0,27.6,0.7,3,26,5,2,21,Thursday,63.0,79.0,85.0,74.0,84.0,85.14285714285714,12.837816162008528,100.0,63.0,86.5,15.868449587394775,124.0,63.0,98.3,28.53086652780785,169.0,63.0
2022-05-27,Burger,82,0,0,0,0,29.2,4.2,4,27,5,2,21,Friday,80.0,92.0,78.0,126.0,101.0,85.28571428571429,12.76341497816182,100.0,63.0,86.14285714285714,15.960803637262435,124.0,63.0,97.96666666666667,28.689158511395103,169.0,63.0
2022-05-28,Burger,134,1,0,0,0,26.7,2.7,5,28,5,2,21,Saturday,82.0,98.0,124.0,169.0,104.0,83.85714285714286,12.442247538508768,100.0,63.0,86.42857142857143,15.83916414711073,124.0,63.0,98.3,28.434013143562343,169.0,63.0
2022-05-29,Burger,108,1,0,0,0,27.8,3.7,6,29,5,2,21,Sunday,134.0,100.0,103.0,122.0,120.0,89.0,22.575798250929463,134.0,63.0,87.14285714285714,17.771442705199064,134.0,63.0,99.96666666666667,29.02612774646359,169.0,63.0
2022-05-30,Burger,84,0,0,0,0,26.0,1.1,0,30,5,2,22,Monday,108.0,80.0,84.0,72.0,164.0,90.14285714285714,23.412450899956205,134.0,63.0,87.5,18.160608258196905,134.0,63.0,100.2,29.06283323872725,169.0,63.0
2022-05-31,Burger,91,0,0,0,0,27.5,2.3,1,31,5,2,22,Tuesday,84.0,84.0,70.0,84.0,164.0,90.71428571428571,23.17120544781313,134.0,63.0,87.5,18.160608258196905,134.0,63.0,99.53333333333333,29.20171621472029,169.0,63.0
2022-06-01,Burger,72,0,0,0,0,22.6,5.8,2,1,6,2,22,Wednesday,91.0,63.0,71.0,81.0,111.0,91.71428571428571,22.983430884837407,134.0,63.0,89.0,17.457641042512826,134.0,63.0,98.56666666666666,28.979997064959438,169.0,63.0
2022-06-02,Burger,65,0,0,0,0,25.0,8.4,3,2,6,2,22,Thursday,72.0,80.0,79.0,85.0,74.0,93.0,21.299452262127996,134.0,72.0,89.07142857142857,17.380202201684135,134.0,63.0,95.5,26.585905002982045,169.0,63.0
2022-06-03,Burger,65,0,0,0,0,24.6,14.9,4,3,6,2,22,Friday,65.0,82.0,92.0,78.0,126.0,90.85714285714286,23.469331558643223,134.0,65.0,88.07142857142857,18.378349661047743,134.0,63.0,92.2,23.786985720245667,169.0,63.0
2022-06-04,Burger,81,1,0,0,0,24.4,12.5,5,4,6,2,22,Saturday,65.0,134.0,98.0,124.0,169.0,88.42857142857143,25.343356413184846,134.0,65.0,86.14285714285714,19.326574541715367,134.0,63.0,90.66666666666667,24.014842153929713,169.0,63.0
2022-06-05,Burger,68,1,0,0,0,22.2,27.8,6,5,6,2,22,Sunday,81.0,108.0,100.0,103.0,122.0,80.85714285714286,15.442674330445305,108.0,65.0,84.92857142857143,19.056451706662195,134.0,63.0,90.9,23.880954754783122,169.0,63.0
2022-06-06,Burger,59,0,0,0,0,23.6,10.0,0,6,6,2,23,Monday,68.0,84.0,80.0,84.0,72.0,75.14285714285714,10.25391911138671,91.0,65.0,82.64285714285714,19.028752102894266,134.0,63.0,88.96666666666667,23.28160933727159,169.0,63.0
2022-06-07,Burger,55,0,0,0,0,22.3,18.8,1,7,6,2,23,Tuesday,59.0,91.0,84.0,70.0,84.0,71.57142857142857,10.982670331893441,91.0,59.0,81.14285714285714,20.053225878443207,134.0,59.0,85.3,18.390683548452134,134.0,59.0
2022-06-08,Burger,70,0,0,0,0,24.2,3.0,2,8,6,2,23,Wednesday,55.0,72.0,63.0,71.0,81.0,66.42857142857143,8.521681032463778,81.0,55.0,79.07142857142857,21.200378391812723,134.0,55.0,83.06666666666666,17.840158753996928,134.0,55.0
2022-06-09,Burger,95,0,0,0,0,23.4,0.2,3,9,6,2,23,Thursday,70.0,65.0,80.0,79.0,85.0,66.14285714285714,8.335237877601083,81.0,55.0,79.57142857142857,20.87219086843419,134.0,55.0,83.0,17.88661607131868,134.0,55.0
2022-06-10,Burger,71,0,0,0,0,22.3,1.3,4,10,6,2,23,Friday,95.0,65.0,82.0,92.0,78.0,70.42857142857143,13.660858231423543,95.0,55.0,80.64285714285714,21.27695446272298,134.0,55.0,83.36666666666666,18.020071822990726,134.0,55.0
2022-06-11,Burger,120,1,0,0,0,25.6,2.2,5,11,6,2,23,Saturday,71.0,81.0,134.0,98.0,124.0,71.28571428571429,13.450084085416213,95.0,55.0,79.85714285714286,21.425567555025022,134.0,55.0,83.03333333333333,18.15732650329127,134.0,55.0
2022-06-12,Burger,73,1,0,0,0,22.2,28.9,6,12,6,2,23,Sunday,120.0,68.0,108.0,100.0,103.0,76.85714285714286,22.901445161303563,120.0,55.0,78.85714285714286,18.879606999075914,120.0,55.0,84.2,19.371860146027245,134.0,55.0
2022-06-13,Burger,72,0,0,0,0,23.2,0.2,0,13,6,2,24,Monday,73.0,59.0,84.0,80.0,84.0,77.57142857142857,22.655809724786224,120.0,55.0,76.35714285714286,16.94156083471883,120.0,55.0,84.03333333333333,19.448399159957994,134.0,55.0
2022-06-14,Burger,61,0,0,0,0,24.4,10.3,1,14,6,2,24,Tuesday,72.0,55.0,91.0,84.0,70.0,79.42857142857143,21.376444534870256,120.0,55.0,75.5,16.82831862344848,120.0,55.0,82.3,18.02899962799389,134.0,55.0
2022-06-15,Burger,84,0,0,0,0,24.4,0.2,2,15,6,2,24,Wednesday,61.0,70.0,72.0,63.0,71.0,80.28571428571429,20.3282585392379,120.0,61.0,73.35714285714286,16.611428609230316,120.0,55.0,80.9,17.996838802871697,134.0,55.0
2022-06-16,Burger,93,0,0,0,0,23.2,1.6,3,16,6,2,24,Thursday,84.0,95.0,65.0,80.0,79.0,82.28571428571429,19.830231850336453,120.0,61.0,74.21428571428571,16.843983502122512,120.0,55.0,80.9,17.996838802871697,134.0,55.0
2022-06-17,Burger,64,0,0,0,0,24.7,11.2,4,17,6,2,24,Friday,93.0,71.0,65.0,82.0,92.0,82.0,19.629909152447357,120.0,61.0,76.21428571428571,17.32130112108983,120.0,55.0,81.66666666666667,18.006384563744827,134.0,55.0
2022-06-18,Burger,98,1,0,0,0,22.1,8.3,5,18,6,2,24,Saturday,64.0,120.0,81.0,134.0,98.0,81.0,20.445048300260954,120.0,61.0,76.14285714285714,17.373087688265755,120.0,55.0,81.43333333333334,18.19375287504361,134.0,55.0
2022-06-19,Burger,110,1,0,0,0,23.3,0.8,6,19,6,2,24,Sunday,98.0,73.0,68.0,108.0,100.0,77.85714285714286,14.182484166846828,98.0,61.0,77.35714285714286,18.307657678423123,120.0,55.0,82.06666666666666,18.435223656477962,134.0,55.0
2022-06-20,Burger,76,0,0,0,0,23.7,2.8,0,20,6,2,25,Monday,110.0,72.0,59.0,84.0,80.0,83.14285714285714,18.352371067781043,110.0,61.0,80.35714285714286,20.01771193740151,120.0,55.0,82.66666666666667,19.05225723496099,134.0,55.0
2022-06-21,Burger,74,0,0,0,0,23.9,0.6,1,21,6,2,25,Tuesday,76.0,61.0,55.0,91.0,84.0,83.71428571428571,18.006612542010725,110.0,61.0,81.57142857142857,19.11791059437462,120.0,55.0,81.93333333333334,18.864184882055323,134.0,55.0
2022-06-22,Burger,85,0,0,0,0,23.3,1.3,2,22,6,2,25,Wednesday,74.0,84.0,70.0,72.0,63.0,85.57142857142857,15.809882382623323,110.0,64.0,82.92857142857143,17.709034138255145,120.0,61.0,81.06666666666666,18.600951650355075,134.0,55.0
2022-06-23,Burger,63,0,0,0,0,24.4,14.3,3,23,6,2,25,Thursday,85.0,93.0,95.0,65.0,80.0,85.71428571428571,15.79782986904945,110.0,64.0,84.0,17.316066350246814,120.0,61.0,81.23333333333333,18.61346070832145,134.0,55.0
2022-06-24,Burger,85,0,0,0,0,25.6,4.2,4,24,6,2,25,Friday,63.0,64.0,71.0,65.0,82.0,81.42857142857143,17.472427257989008,110.0,63.0,81.71428571428571,17.855956004514592,120.0,61.0,80.53333333333333,18.898519068659912,134.0,55.0
2022-06-25,Burger,112,1,0,0,0,24.2,0.4,5,25,6,2,25,Saturday,85.0,98.0,120.0,81.0,134.0,84.42857142857143,15.693492736982321,110.0,63.0,82.71428571428571,17.599950049879055,120.0,61.0,81.26666666666667,18.619480590802233,134.0,55.0
2022-06-26,Burger,82,1,0,0,0,24.6,7.5,6,26,6,2,25,Sunday,112.0,110.0,73.0,68.0,108.0,86.42857142857143,18.374412851001523,112.0,63.0,82.14285714285714,16.384125257076022,112.0,61.0,82.33333333333333,19.442813286809706,134.0,55.0
2022-06-27,Burger,58,0,0,0,0,24.9,39.3,0,27,6,2,26,Monday,82.0,76.0,72.0,59.0,84.0,82.42857142857143,15.153186055052926,112.0,63.0,82.78571428571429,16.173000156616894,112.0,61.0,82.33333333333333,19.442813286809706,134.0,55.0
2022-06-28,Burger,48,0,0,0,0,23.7,14.2,1,28,6,2,26,Tuesday,58.0,74.0,61.0,55.0,91.0,79.85714285714286,17.733476547935933,112.0,58.0,81.78571428571429,17.285736990267417,112.0,58.0,79.8,17.31333948543514,120.0,55.0
2022-06-29,Burger,77,0,0,0,0,22.9,3.2,2,29,6,2,26,Wednesday,48.0,85.0,84.0,70.0,72.0,76.14285714285714,21.48975392622092,112.0,48.0,80.85714285714286,18.773373709580177,112.0,48.0,77.8,17.408677978683887,120.0,48.0
2022-06-30,Burger,58,0,0,0,0,25.3,16.2,3,30,6,2,26,Thursday,77.0,63.0,93.0,95.0,65.0,75.0,21.1502561056205,112.0,48.0,80.35714285714286,18.776446550264527,112.0,48.0,77.56666666666666,17.369579697003918,120.0,48.0
2022-07-01,Burger,93,0,0,0,0,22.7,2.2,4,1,7,3,26,Friday,58.0,85.0,64.0,71.0,65.0,74.28571428571429,21.700340133388828,112.0,48.0,77.85714285714286,19.286731759891754,112.0,48.0,76.46666666666667,17.533678594563867,120.0,48.0
2022-07-02,Burger,106,1,0,0,0,23.1,1.9,5,2,7,3,26,Saturday,93.0,112.0,98.0,120.0,81.0,75.42857142857143,22.55258405635708,112.0,48.0,79.92857142857143,19.24123890827382,112.0,48.0,77.16666666666667,17.766848891692245,120.0,48.0
2022-07-03,Burger,76,1,0,0,0,22.4,19.4,6,3,7,3,26,Sunday,106.0,82.0,110.0,73.0,68.0,74.57142857142857,20.99092774555359,106.0,48.0,80.5,19.92582398643673,112.0,48.0,78.53333333333333,18.36550990370223,120.0,48.0
2022-07-04,Burger,47,0,0,0,0,22.1,33.1,0,4,7,3,27,Monday,76.0,58.0,76.0,72.0,59.0,73.71428571428571,20.75824563648783,106.0,48.0,78.07142857142857,18.036135888881333,112.0,48.0,78.9,18.195016369590093,120.0,48.0
2022-07-05,Burger,72,0,0,0,0,21.7,1.3,1,5,7,3,27,Tuesday,47.0,48.0,74.0,61.0,55.0,72.14285714285714,22.490209510129695,106.0,47.0,76.0,19.864928507683576,112.0,47.0,77.76666666666667,19.096277545426233,120.0,47.0
2022-07-06,Burger,60,0,0,0,0,23.7,5.4,2,6,7,3,27,Wednesday,72.0,77.0,85.0,84.0,70.0,75.57142857142857,19.873408891088236,106.0,47.0,75.85714285714286,19.887596222683086,112.0,47.0,77.9,19.039613876119446,120.0,47.0
2022-07-07,Burger,69,0,0,0,0,23.1,1.7,3,7,7,3,27,Thursday,60.0,58.0,63.0,93.0,95.0,73.14285714285714,20.691613207840064,106.0,47.0,74.07142857142857,20.124475284948428,112.0,47.0,77.93333333333334,19.006230073562495,120.0,47.0
2022-07-08,Burger,83,0,0,0,0,23.7,2.2,4,8,7,3,27,Friday,69.0,93.0,85.0,64.0,71.0,74.71428571428571,19.746006226697233,106.0,47.0,74.5,19.933543434275517,112.0,47.0,78.4,18.591061997822845,120.0,47.0
2022-07-09,Burger,82,1,0,0,0,21.7,26.2,5,9,7,3,27,Saturday,83.0,106.0,112.0,98.0,120.0,73.28571428571429,18.526686029565553,106.0,47.0,74.35714285714286,19.859534206549096,112.0,47.0,78.83333333333333,18.539953750143702,120.0,47.0
2022-07-10,Burger,87,1,0,0,0,23.6,5.8,6,10,7,3,27,Sunday,82.0,76.0,82.0,110.0,73.0,69.85714285714286,12.79880946844387,83.0,47.0,72.21428571428571,16.88047835372398,106.0,47.0,78.4,18.29942527833149,120.0,47.0
2022-07-11,Burger,83,0,0,0,0,23.0,0.3,0,11,7,3,28,Monday,87.0,47.0,58.0,76.0,72.0,71.42857142857143,14.269514624508156,87.0,47.0,72.57142857142857,17.154117181123915,106.0,47.0,78.93333333333334,18.30947245578615,120.0,47.0
2022-07-12,Burger,63,0,0,0,0,21.8,19.2,1,12,7,3,28,Tuesday,83.0,72.0,48.0,74.0,61.0,76.57142857142857,9.778499251881732,87.0,60.0,74.35714285714286,16.818520665107023,106.0,47.0,77.7,16.615634515263736,112.0,47.0
2022-07-13,Burger,56,0,0,0,0,24.9,9.1,2,13,7,3,28,Wednesday,63.0,60.0,77.0,85.0,84.0,75.28571428571429,10.995670143504944,87.0,60.0,75.42857142857143,15.430809768443293,106.0,47.0,77.36666666666666,16.812317597181586,112.0,47.0
2022-07-14,Burger,57,0,0,0,0,23.3,4.8,3,14,7,3,28,Thursday,56.0,69.0,58.0,63.0,93.0,74.71428571428571,11.982129550769876,87.0,56.0,73.92857142857143,16.264469466692162,106.0,47.0,76.83333333333333,17.236855728417947,112.0,47.0
2022-07-15,Burger,70,0,0,0,0,22.2,14.5,4,15,7,3,28,Friday,57.0,83.0,93.0,85.0,64.0,73.0,13.674794331177504,87.0,56.0,73.85714285714286,16.341815843257432,106.0,47.0,76.7,17.378444833401577,112.0,47.0
2022-07-16,Burger,67,1,0,0,0,23.9,15.7,5,16,7,3,28,Saturday,70.0,82.0,106.0,112.0,98.0,71.14285714285714,12.95413153436109,87.0,56.0,72.21428571428571,15.39819455664819,106.0,47.0,76.23333333333333,17.363622960052037,112.0,47.0
2022-07-17,Burger,97,1,0,0,0,22.2,1.2,6,17,7,3,28,Sunday,67.0,87.0,76.0,82.0,110.0,69.0,12.069244660154652,87.0,56.0,69.42857142857143,11.95963908456108,87.0,47.0,75.36666666666666,17.145389112414087,112.0,47.0
2022-07-18,Burger,59,0,0,0,0,24.4,4.7,0,18,7,3,29,Monday,97.0,83.0,47.0,58.0,76.0,70.42857142857143,14.830791649550797,97.0,56.0,70.92857142857143,13.991559465039286,97.0,47.0,76.46666666666667,17.446931028087615,112.0,47.0
2022-07-19,Burger,86,0,0,0,0,21.8,0.7,1,19,7,3,29,Tuesday,59.0,63.0,72.0,48.0,74.0,67.0,14.200938936094044,97.0,56.0,71.78571428571429,12.722956667914131,97.0,56.0,75.16666666666667,17.23885613721327,112.0,47.0
2022-07-20,Burger,58,0,0,0,0,23.7,7.0,2,20,7,3,29,Wednesday,86.0,56.0,60.0,77.0,85.0,70.28571428571429,15.702593052468542,97.0,56.0,72.78571428571429,13.279125153230511,97.0,56.0,74.36666666666666,16.08486830862293,112.0,47.0
2022-07-21,Burger,71,0,0,0,0,20.7,4.8,3,21,7,3,29,Thursday,58.0,57.0,69.0,58.0,63.0,70.57142857142857,15.414896938320812,97.0,57.0,72.64285714285714,13.43707353016048,97.0,56.0,73.76666666666667,16.355286677366603,112.0,47.0
2022-07-22,Burger,66,0,0,0,0,23.2,29.6,4,22,7,3,29,Friday,71.0,70.0,83.0,93.0,85.0,72.57142857142857,14.222718245318607,97.0,58.0,72.78571428571429,13.405960622789202,97.0,56.0,73.66666666666667,16.362980365348378,112.0,47.0
2022-07-23,Burger,88,1,0,0,0,23.2,1.0,5,23,7,3,29,Saturday,66.0,67.0,82.0,106.0,112.0,72.0,14.422205101856115,97.0,58.0,71.57142857142857,13.17757002062011,97.0,56.0,73.03333333333333,16.2766668902901,112.0,47.0
2022-07-24,Burger,104,1,0,0,0,22.7,3.5,6,24,7,3,29,Sunday,88.0,97.0,87.0,76.0,82.0,75.0,15.362291495737354,97.0,58.0,72.0,13.632540256538697,97.0,56.0,73.86666666666666,16.384882294849938,112.0,47.0
2022-07-25,Burger,77,0,0,0,0,20.6,1.2,0,25,7,3,30,Monday,104.0,59.0,83.0,47.0,58.0,76.0,17.15614564327715,104.0,58.0,73.21428571428571,15.675451515658958,104.0,56.0,74.5,17.178073433786075,112.0,47.0
2022-07-26,Burger,59,0,0,0,0,21.8,8.0,1,26,7,3,30,Tuesday,77.0,86.0,63.0,72.0,48.0,78.57142857142857,15.447299039607264,104.0,58.0,72.78571428571429,15.467974714171088,104.0,56.0,73.33333333333333,15.665321536775732,106.0,47.0
2022-07-27,Burger,55,0,0,0,0,22.6,9.5,2,27,7,3,30,Wednesday,59.0,58.0,56.0,60.0,77.0,74.71428571428571,16.6103811486903,104.0,58.0,72.5,15.697868547133119,104.0,56.0,72.56666666666666,15.788872845998888,106.0,47.0
2022-07-28,Burger,51,0,0,0,0,21.7,9.0,3,28,7,3,30,Thursday,55.0,71.0,57.0,69.0,58.0,74.28571428571429,17.143650775280225,104.0,55.0,72.42857142857143,15.780778403898884,104.0,55.0,72.46666666666667,15.89346717524434,106.0,47.0
2022-07-29,Burger,74,0,0,0,0,23.4,2.6,4,29,7,3,30,Friday,51.0,66.0,70.0,83.0,93.0,71.42857142857143,19.311975066066793,104.0,51.0,72.0,16.304789291682003,104.0,51.0,72.56666666666666,15.742942224535161,106.0,47.0
2022-07-30,Burger,81,1,0,0,0,21.7,9.3,5,30,7,3,30,Saturday,74.0,88.0,67.0,82.0,106.0,72.57142857142857,19.173394264424132,104.0,51.0,72.28571428571429,16.30209317106966,104.0,51.0,72.46666666666667,15.723326254509308,106.0,47.0
2022-07-31,Burger,70,1,0,0,0,21.6,18.9,6,31,7,3,30,Sunday,81.0,104.0,97.0,87.0,76.0,71.57142857142857,18.401604484909793,104.0,51.0,73.28571428571429,16.382113000880594,104.0,51.0,73.23333333333333,15.55343034196295,106.0,47.0
2022-08-01,Burger,87,0,0,0,0,23.7,2.1,0,1,8,3,31,Monday,70.0,77.0,59.0,83.0,47.0,66.71428571428571,11.672107574816998,81.0,51.0,71.35714285714286,14.897636068838393,104.0,51.0,72.46666666666667,15.10590962991375,106.0,47.0
2022-08-02,Burger,67,0,0,0,0,22.5,1.2,1,2,8,3,31,Tuesday,87.0,59.0,86.0,63.0,72.0,68.14285714285714,13.594466661459315,87.0,51.0,73.35714285714286,14.990289897423123,104.0,51.0,71.83333333333333,14.010053861259658,104.0,47.0
2022-08-03,Burger,81,0,0,0,0,23.2,2.6,2,3,8,3,31,Wednesday,67.0,55.0,58.0,56.0,60.0,69.28571428571429,13.02195947511101,87.0,51.0,72.0,14.612955263684887,104.0,51.0,71.53333333333333,14.014114395809848,104.0,47.0
2022-08-04,Burger,64,0,0,0,0,22.3,5.9,3,4,8,3,31,Thursday,81.0,51.0,71.0,57.0,69.0,73.0,11.930353445449045,87.0,51.0,73.64285714285714,14.205129858107911,104.0,51.0,72.66666666666667,13.319245430975785,104.0,51.0
2022-08-05,Burger,82,0,0,0,0,20.1,3.2,4,5,8,3,31,Friday,64.0,74.0,66.0,70.0,83.0,74.85714285714286,8.434622525214838,87.0,64.0,73.14285714285714,14.426776082405334,104.0,51.0,72.4,13.412809112033786,104.0,51.0
2022-08-06,Burger,115,1,0,0,0,24.6,0.5,5,6,8,3,31,Saturday,82.0,81.0,88.0,67.0,82.0,76.0,8.831760866328088,87.0,64.0,74.28571428571429,14.45113022691165,104.0,51.0,73.13333333333334,13.312512479083049,104.0,51.0
2022-08-07,Burger,86,1,0,0,0,22.7,0.8,6,7,8,3,31,Sunday,115.0,70.0,104.0,97.0,87.0,80.85714285714286,17.31500862862989,115.0,64.0,76.21428571428571,17.829010807490736,115.0,51.0,74.66666666666667,15.318083371000263,115.0,51.0
2022-08-08,Burger,47,0,0,0,0,21.0,12.7,0,8,8,3,32,Monday,86.0,87.0,77.0,59.0,83.0,83.14285714285714,16.687605894081813,115.0,64.0,74.92857142857143,16.25027472295233,115.0,51.0,74.76666666666667,15.384011703452037,115.0,51.0
2022-08-09,Burger,77,0,0,0,0,25.3,0.7,1,9,8,3,32,Tuesday,47.0,67.0,59.0,86.0,63.0,77.42857142857143,21.345234775449335,115.0,47.0,72.78571428571429,17.85487897737472,115.0,47.0,73.6,16.12579856349259,115.0,47.0
2022-08-10,Burger,61,0,0,0,1,23.2,9.9,2,10,8,3,32,Wednesday,77.0,81.0,55.0,58.0,56.0,78.85714285714286,20.86007807135105,115.0,47.0,74.07142857142857,17.42881912992762,115.0,47.0,73.26666666666667,15.94155994039881,115.0,47.0
2022-08-11,Burger,58,0,0,0,1,21.2,7.3,3,11,8,3,32,Thursday,61.0,64.0,51.0,71.0,57.0,76.0,21.86321110907554,115.0,47.0,74.5,16.992079602884516,115.0,47.0,72.53333333333333,15.984331408435798,115.0,47.0
2022-08-12,Burger,77,0,0,0,1,22.5,15.3,4,12,8,3,32,Friday,58.0,82.0,74.0,66.0,70.0,75.14285714285714,22.51983252919216,115.0,47.0,75.0,16.337780660881446,115.0,47.0,72.36666666666666,16.11271362092306,115.0,47.0
2022-08-13,Burger,100,1,0,0,1,22.8,12.5,5,13,8,3,32,Saturday,77.0,115.0,81.0,88.0,67.0,74.42857142857143,22.344702152539842,115.0,47.0,75.21428571428571,16.3433287797924,115.0,47.0,73.06666666666666,15.83085885080205,115.0,47.0
2022-08-14,Burger,92,1,0,0,1,22.1,9.5,6,14,8,3,32,Sunday,100.0,86.0,70.0,104.0,97.0,72.28571428571429,18.12653934349944,100.0,47.0,76.57142857142857,17.60119876037405,115.0,47.0,74.5,16.266636046701763,115.0,47.0
2022-08-15,Burger,128,0,1,0,1,22.5,7.5,0,15,8,3,33,Monday,92.0,47.0,87.0,77.0,59.0,73.14285714285714,19.00375902664685,100.0,47.0,78.14285714285714,17.948032430655555,115.0,47.0,75.23333333333333,16.550202276778798,115.0,47.0
2022-08-16,Burger,86,0,0,0,1,22.6,1.3,1,16,8,3,33,Tuesday,128.0,77.0,67.0,59.0,86.0,84.71428571428571,24.342790073683666,128.0,58.0,81.07142857142857,22.317513942449427,128.0,47.0,77.26666666666667,19.060580975574506,128.0,47.0
2022-08-17,Burger,72,0,0,0,0,22.4,3.0,2,17,8,3,33,Wednesday,86.0,61.0,81.0,55.0,58.0,86.0,24.103941586387972,128.0,58.0,82.42857142857143,21.97100987040129,128.0,47.0,76.9,18.771493427994407,128.0,47.0
2022-08-18,Burger,83,0,0,0,0,21.5,1.9,3,18,8,3,33,Thursday,72.0,58.0,64.0,51.0,71.0,87.57142857142857,22.50819956413775,128.0,58.0,81.78571428571429,22.146986499047834,128.0,47.0,77.33333333333333,18.491998891101574,128.0,47.0
2022-08-19,Burger,59,0,0,0,0,22.7,32.9,4,19,8,3,33,Friday,83.0,77.0,82.0,74.0,66.0,91.14285714285714,18.694282293690584,128.0,72.0,83.14285714285714,21.54729018428328,128.0,47.0,77.23333333333333,18.451583117451626,128.0,47.0
2022-08-20,Burger,103,1,0,0,0,21.7,0.9,5,20,8,3,33,Saturday,59.0,100.0,115.0,81.0,88.0,88.57142857142857,21.923025512438986,128.0,59.0,81.5,22.497008348119994,128.0,47.0,77.26666666666667,18.41650933515768,128.0,47.0
2022-08-21,Burger,105,1,0,0,0,23.0,2.9,6,21,8,3,33,Sunday,103.0,92.0,86.0,70.0,104.0,89.0,22.211108331943645,128.0,59.0,80.64285714285714,21.3202942065756,128.0,47.0,78.33333333333333,18.95972743390085,128.0,47.0
2022-08-22,Burger,46,0,0,0,0,22.2,17.4,0,22,8,3,34,Monday,105.0,128.0,47.0,87.0,77.0,90.85714285714286,23.03206874069703,128.0,59.0,82.0,22.271057451320004,128.0,47.0,79.63333333333334,19.416458239717908,128.0,47.0
